image_id,image_url,label,label_numeric,category,gender,age_group,source,fake_method,image_quality,resolution,confidence_score,detection_difficulty,dataset_split,date_collected,version,year
3783,https://api.dicebear.com/7.x/personas/jpg?seed=user725&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.8,Hard,test,2026-03-02,v2.0,2026
3784,https://api.dicebear.com/7.x/personas/jpg?seed=user726&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.88,Hard,test,2026-01-18,v2.0,2026
3785,https://api.dicebear.com/7.x/personas/jpg?seed=user727&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.89,Medium,train,2026-02-16,v2.0,2026
3786,https://api.dicebear.com/7.x/personas/jpg?seed=user728&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.9,Medium,train,2026-02-14,v2.0,2026
3787,https://api.dicebear.com/7.x/personas/jpg?seed=user729&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.9,Medium,train,2026-04-25,v2.0,2026
3788,https://api.dicebear.com/7.x/personas/jpg?seed=user730&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.85,Hard,train,2026-01-17,v2.0,2026
3789,https://api.dicebear.com/7.x/personas/jpg?seed=user731&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.87,Hard,val,2026-01-07,v2.0,2026
3790,https://api.dicebear.com/7.x/personas/jpg?seed=user732&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.93,Hard,test,2026-02-06,v2.0,2026
3791,https://api.dicebear.com/7.x/personas/jpg?seed=user733&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.83,Hard,val,2026-02-01,v2.0,2026
3792,https://api.dicebear.com/7.x/personas/jpg?seed=user734&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.81,Hard,train,2026-01-18,v2.0,2026
3793,https://api.dicebear.com/7.x/personas/jpg?seed=user735&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.8,Medium,train,2026-04-07,v2.0,2026
3794,https://api.dicebear.com/7.x/personas/jpg?seed=user736&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.98,Hard,test,2026-03-15,v2.0,2026
3795,https://api.dicebear.com/7.x/personas/jpg?seed=user737&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.84,Medium,train,2026-02-12,v2.0,2026
3796,https://api.dicebear.com/7.x/personas/jpg?seed=user738&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.84,Hard,train,2026-04-09,v2.0,2026
3797,https://api.dicebear.com/7.x/personas/jpg?seed=user739&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.87,Medium,train,2026-01-30,v2.0,2026
3798,https://api.dicebear.com/7.x/personas/jpg?seed=user740&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.94,Medium,train,2026-02-05,v2.0,2026
3799,https://api.dicebear.com/7.x/personas/jpg?seed=user741&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.9,Medium,train,2026-03-27,v2.0,2026
3800,https://api.dicebear.com/7.x/personas/jpg?seed=user742&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.84,Hard,test,2026-03-23,v2.0,2026
3801,https://api.dicebear.com/7.x/personas/jpg?seed=user743&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.89,Medium,train,2026-01-28,v2.0,2026
3802,https://api.dicebear.com/7.x/personas/jpg?seed=user744&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.91,Hard,train,2026-02-11,v2.0,2026
3803,https://api.dicebear.com/7.x/personas/jpg?seed=user745&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.83,Hard,train,2026-04-21,v2.0,2026
3804,https://api.dicebear.com/7.x/personas/jpg?seed=user746&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.83,Medium,train,2026-01-03,v2.0,2026
3805,https://api.dicebear.com/7.x/personas/jpg?seed=user747&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.96,Hard,train,2026-01-30,v2.0,2026
3806,https://api.dicebear.com/7.x/personas/jpg?seed=user748&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.83,Hard,train,2026-03-19,v2.0,2026
3807,https://api.dicebear.com/7.x/personas/jpg?seed=user749&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.85,Medium,train,2026-04-22,v2.0,2026
3808,https://api.dicebear.com/7.x/personas/jpg?seed=user750&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.85,Medium,train,2026-04-24,v2.0,2026
3809,https://api.dicebear.com/7.x/personas/jpg?seed=user751&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.95,Medium,test,2026-03-01,v2.0,2026
3810,https://api.dicebear.com/7.x/personas/jpg?seed=user752&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.9,Hard,test,2026-04-17,v2.0,2026
3811,https://api.dicebear.com/7.x/personas/jpg?seed=user753&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.96,Hard,train,2026-02-18,v2.0,2026
3812,https://api.dicebear.com/7.x/personas/jpg?seed=user754&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.9,Hard,test,2026-03-09,v2.0,2026
3813,https://api.dicebear.com/7.x/personas/jpg?seed=user755&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.86,Hard,test,2026-03-20,v2.0,2026
3814,https://api.dicebear.com/7.x/personas/jpg?seed=user756&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.9,Medium,train,2026-04-15,v2.0,2026
3815,https://api.dicebear.com/7.x/personas/jpg?seed=user757&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.87,Medium,train,2026-02-28,v2.0,2026
3816,https://api.dicebear.com/7.x/personas/jpg?seed=user758&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.94,Hard,val,2026-01-24,v2.0,2026
3817,https://api.dicebear.com/7.x/personas/jpg?seed=user759&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.86,Hard,train,2026-03-07,v2.0,2026
3818,https://api.dicebear.com/7.x/personas/jpg?seed=user760&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.9,Hard,test,2026-04-29,v2.0,2026
3819,https://api.dicebear.com/7.x/personas/jpg?seed=user761&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.83,Hard,test,2026-04-19,v2.0,2026
3820,https://api.dicebear.com/7.x/personas/jpg?seed=user762&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.82,Medium,val,2026-03-02,v2.0,2026
3821,https://api.dicebear.com/7.x/personas/jpg?seed=user763&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.87,Hard,train,2026-05-01,v2.0,2026
3822,https://api.dicebear.com/7.x/personas/jpg?seed=user764&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.85,Hard,train,2026-03-21,v2.0,2026
3823,https://api.dicebear.com/7.x/personas/jpg?seed=user765&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.81,Medium,test,2026-01-14,v2.0,2026
3824,https://api.dicebear.com/7.x/personas/jpg?seed=user766&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.95,Hard,train,2026-03-05,v2.0,2026
3825,https://api.dicebear.com/7.x/personas/jpg?seed=user767&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.98,Hard,train,2026-01-17,v2.0,2026
3826,https://api.dicebear.com/7.x/personas/jpg?seed=user768&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.98,Medium,train,2026-01-10,v2.0,2026
3827,https://api.dicebear.com/7.x/personas/jpg?seed=user769&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.93,Medium,train,2026-04-13,v2.0,2026
3828,https://api.dicebear.com/7.x/personas/jpg?seed=user770&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.88,Hard,train,2026-02-09,v2.0,2026
3829,https://api.dicebear.com/7.x/personas/jpg?seed=user771&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.97,Hard,train,2026-01-25,v2.0,2026
3830,https://api.dicebear.com/7.x/personas/jpg?seed=user772&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.97,Medium,test,2026-04-12,v2.0,2026
3831,https://api.dicebear.com/7.x/personas/jpg?seed=user773&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.9,Hard,val,2026-02-15,v2.0,2026
3832,https://api.dicebear.com/7.x/personas/jpg?seed=user774&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.8,Hard,train,2026-02-28,v2.0,2026
3833,https://api.dicebear.com/7.x/personas/jpg?seed=user775&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.91,Hard,train,2026-02-16,v2.0,2026
3834,https://api.dicebear.com/7.x/personas/jpg?seed=user776&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.89,Medium,train,2026-01-02,v2.0,2026
3835,https://api.dicebear.com/7.x/personas/jpg?seed=user777&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.87,Hard,test,2026-04-17,v2.0,2026
3836,https://api.dicebear.com/7.x/personas/jpg?seed=user778&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.86,Medium,train,2026-01-02,v2.0,2026
3837,https://api.dicebear.com/7.x/personas/jpg?seed=user779&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.83,Hard,train,2026-03-07,v2.0,2026
3838,https://api.dicebear.com/7.x/personas/jpg?seed=user780&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.83,Medium,train,2026-01-03,v2.0,2026
3839,https://api.dicebear.com/7.x/personas/jpg?seed=user781&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.96,Hard,train,2026-01-23,v2.0,2026
3840,https://api.dicebear.com/7.x/personas/jpg?seed=user782&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.95,Medium,test,2026-05-01,v2.0,2026
3841,https://api.dicebear.com/7.x/personas/jpg?seed=user783&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.88,Medium,train,2026-03-09,v2.0,2026
3842,https://api.dicebear.com/7.x/personas/jpg?seed=user784&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.84,Hard,val,2026-01-14,v2.0,2026
3843,https://api.dicebear.com/7.x/personas/jpg?seed=user785&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.83,Hard,train,2026-03-21,v2.0,2026
3844,https://api.dicebear.com/7.x/personas/jpg?seed=user786&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.88,Hard,train,2026-02-09,v2.0,2026
3845,https://api.dicebear.com/7.x/personas/jpg?seed=user787&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.81,Medium,train,2026-01-04,v2.0,2026
3846,https://api.dicebear.com/7.x/personas/jpg?seed=user788&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.95,Hard,train,2026-01-12,v2.0,2026
3847,https://api.dicebear.com/7.x/personas/jpg?seed=user789&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.91,Medium,train,2026-01-27,v2.0,2026
3848,https://api.dicebear.com/7.x/personas/jpg?seed=user790&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.89,Hard,train,2026-03-27,v2.0,2026
3849,https://api.dicebear.com/7.x/personas/jpg?seed=user791&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.85,Medium,train,2026-02-01,v2.0,2026
3850,https://api.dicebear.com/7.x/personas/jpg?seed=user792&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.87,Hard,train,2026-02-22,v2.0,2026
3851,https://api.dicebear.com/7.x/personas/jpg?seed=user793&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.92,Medium,train,2026-01-14,v2.0,2026
3852,https://api.dicebear.com/7.x/personas/jpg?seed=user794&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.8,Hard,train,2026-04-13,v2.0,2026
3853,https://api.dicebear.com/7.x/personas/jpg?seed=user795&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.95,Medium,train,2026-02-13,v2.0,2026
3854,https://api.dicebear.com/7.x/personas/jpg?seed=user796&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.87,Medium,train,2026-04-14,v2.0,2026
3855,https://api.dicebear.com/7.x/personas/jpg?seed=user797&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.98,Hard,val,2026-03-14,v2.0,2026
3856,https://api.dicebear.com/7.x/personas/jpg?seed=user798&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.92,Medium,train,2026-02-12,v2.0,2026
3857,https://api.dicebear.com/7.x/personas/jpg?seed=user799&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.81,Hard,train,2026-04-27,v2.0,2026
3858,https://api.dicebear.com/7.x/personas/jpg?seed=user800&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.83,Medium,train,2026-02-28,v2.0,2026
3859,https://api.dicebear.com/7.x/personas/jpg?seed=user801&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.92,Hard,test,2026-04-21,v2.0,2026
3860,https://api.dicebear.com/7.x/personas/jpg?seed=user802&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.83,Hard,train,2026-03-30,v2.0,2026
3861,https://api.dicebear.com/7.x/personas/jpg?seed=user803&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.92,Hard,train,2026-04-18,v2.0,2026
3862,https://api.dicebear.com/7.x/personas/jpg?seed=user804&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.87,Hard,train,2026-02-13,v2.0,2026
3863,https://api.dicebear.com/7.x/personas/jpg?seed=user805&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.89,Medium,val,2026-01-08,v2.0,2026
3864,https://api.dicebear.com/7.x/personas/jpg?seed=user806&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.96,Hard,train,2026-04-16,v2.0,2026
3865,https://api.dicebear.com/7.x/personas/jpg?seed=user807&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.84,Hard,test,2026-04-03,v2.0,2026
3866,https://api.dicebear.com/7.x/personas/jpg?seed=user808&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.96,Medium,train,2026-03-07,v2.0,2026
3867,https://api.dicebear.com/7.x/personas/jpg?seed=user809&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.94,Hard,train,2026-02-01,v2.0,2026
3868,https://api.dicebear.com/7.x/personas/jpg?seed=user810&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.85,Medium,test,2026-02-11,v2.0,2026
3869,https://api.dicebear.com/7.x/personas/jpg?seed=user811&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.92,Hard,val,2026-01-03,v2.0,2026
3870,https://api.dicebear.com/7.x/personas/jpg?seed=user812&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.81,Hard,train,2026-03-15,v2.0,2026
3871,https://api.dicebear.com/7.x/personas/jpg?seed=user813&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.86,Hard,test,2026-01-13,v2.0,2026
3872,https://api.dicebear.com/7.x/personas/jpg?seed=user814&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.84,Hard,train,2026-01-10,v2.0,2026
3873,https://api.dicebear.com/7.x/personas/jpg?seed=user815&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.9,Hard,test,2026-01-31,v2.0,2026
3874,https://api.dicebear.com/7.x/personas/jpg?seed=user816&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.97,Medium,train,2026-05-01,v2.0,2026
3875,https://api.dicebear.com/7.x/personas/jpg?seed=user817&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.81,Medium,train,2026-01-13,v2.0,2026
3876,https://api.dicebear.com/7.x/personas/jpg?seed=user818&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.81,Hard,train,2026-04-27,v2.0,2026
3877,https://api.dicebear.com/7.x/personas/jpg?seed=user819&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.89,Hard,train,2026-01-03,v2.0,2026
3878,https://api.dicebear.com/7.x/personas/jpg?seed=user820&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.81,Medium,train,2026-04-25,v2.0,2026
3879,https://api.dicebear.com/7.x/personas/jpg?seed=user821&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.93,Hard,train,2026-02-27,v2.0,2026
3880,https://api.dicebear.com/7.x/personas/jpg?seed=user822&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.88,Hard,val,2026-04-08,v2.0,2026
3881,https://api.dicebear.com/7.x/personas/jpg?seed=user823&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.92,Hard,val,2026-02-26,v2.0,2026
3882,https://api.dicebear.com/7.x/personas/jpg?seed=user824&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.85,Medium,val,2026-04-01,v2.0,2026
3883,https://api.dicebear.com/7.x/personas/jpg?seed=user825&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.96,Medium,val,2026-03-05,v2.0,2026
3884,https://api.dicebear.com/7.x/personas/jpg?seed=user826&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.86,Hard,train,2026-02-20,v2.0,2026
3885,https://api.dicebear.com/7.x/personas/jpg?seed=user827&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.97,Hard,train,2026-02-17,v2.0,2026
3886,https://api.dicebear.com/7.x/personas/jpg?seed=user828&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.89,Hard,train,2026-03-22,v2.0,2026
3887,https://api.dicebear.com/7.x/personas/jpg?seed=user829&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.82,Medium,test,2026-03-30,v2.0,2026
3888,https://api.dicebear.com/7.x/personas/jpg?seed=user830&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.91,Hard,train,2026-03-12,v2.0,2026
3889,https://api.dicebear.com/7.x/personas/jpg?seed=user831&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.9,Hard,train,2026-04-29,v2.0,2026
3890,https://api.dicebear.com/7.x/personas/jpg?seed=user832&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.86,Hard,train,2026-03-28,v2.0,2026
3891,https://api.dicebear.com/7.x/personas/jpg?seed=user833&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.8,Hard,train,2026-03-05,v2.0,2026
3892,https://api.dicebear.com/7.x/personas/jpg?seed=user834&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.94,Medium,train,2026-01-16,v2.0,2026
3893,https://api.dicebear.com/7.x/personas/jpg?seed=user835&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.84,Medium,val,2026-02-13,v2.0,2026
3894,https://api.dicebear.com/7.x/personas/jpg?seed=user836&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.94,Medium,train,2026-01-07,v2.0,2026
3895,https://api.dicebear.com/7.x/personas/jpg?seed=user837&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.88,Medium,train,2026-01-22,v2.0,2026
3896,https://api.dicebear.com/7.x/personas/jpg?seed=user838&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.92,Medium,train,2026-01-03,v2.0,2026
3897,https://api.dicebear.com/7.x/personas/jpg?seed=user839&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.85,Hard,train,2026-03-12,v2.0,2026
3898,https://api.dicebear.com/7.x/personas/jpg?seed=user840&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.86,Hard,train,2026-01-22,v2.0,2026
3899,https://api.dicebear.com/7.x/personas/jpg?seed=user841&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.92,Hard,test,2026-03-27,v2.0,2026
3900,https://api.dicebear.com/7.x/personas/jpg?seed=user842&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.94,Hard,train,2026-02-25,v2.0,2026
3901,https://api.dicebear.com/7.x/personas/jpg?seed=user843&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.9,Hard,train,2026-04-04,v2.0,2026
3902,https://api.dicebear.com/7.x/personas/jpg?seed=user844&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.83,Hard,test,2026-02-04,v2.0,2026
3903,https://api.dicebear.com/7.x/personas/jpg?seed=user845&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.96,Medium,train,2026-01-07,v2.0,2026
3904,https://api.dicebear.com/7.x/personas/jpg?seed=user846&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.91,Hard,train,2026-04-03,v2.0,2026
3905,https://api.dicebear.com/7.x/personas/jpg?seed=user847&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.85,Hard,train,2026-01-15,v2.0,2026
3906,https://api.dicebear.com/7.x/personas/jpg?seed=user848&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.85,Medium,train,2026-01-29,v2.0,2026
3907,https://api.dicebear.com/7.x/personas/jpg?seed=user849&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.95,Hard,train,2026-03-31,v2.0,2026
3908,https://api.dicebear.com/7.x/personas/jpg?seed=user850&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.84,Hard,train,2026-04-06,v2.0,2026
3909,https://api.dicebear.com/7.x/personas/jpg?seed=user851&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.85,Hard,test,2026-03-26,v2.0,2026
3910,https://api.dicebear.com/7.x/personas/jpg?seed=user852&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.9,Hard,train,2026-04-07,v2.0,2026
3911,https://api.dicebear.com/7.x/personas/jpg?seed=user853&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.92,Medium,train,2026-04-03,v2.0,2026
3912,https://api.dicebear.com/7.x/personas/jpg?seed=user854&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.83,Medium,train,2026-03-05,v2.0,2026
3913,https://api.dicebear.com/7.x/personas/jpg?seed=user855&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.81,Hard,train,2026-04-10,v2.0,2026
3914,https://api.dicebear.com/7.x/personas/jpg?seed=user856&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.94,Medium,test,2026-03-16,v2.0,2026
3915,https://api.dicebear.com/7.x/personas/jpg?seed=user857&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.83,Medium,train,2026-01-05,v2.0,2026
